sample_id,country,sample_set,taxon
VBS45603-5563STDY9249530,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45604-5563STDY9249531,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45605-5563STDY9249532,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45606-5563STDY9249533,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45607-5563STDY9249534,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45608-5563STDY9249535,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45609-5563STDY9249536,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45610-5563STDY9249537,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45611-5563STDY9249538,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45612-5563STDY9249539,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45613-5563STDY9249540,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45614-5563STDY9249541,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45615-5563STDY9249542,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45616-5563STDY9249543,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45617-5563STDY9249544,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45618-5563STDY9249545,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45619-5563STDY9249546,Ghana,1244-VO-GH-YAWSON-VMF00149,gambiae
VBS45620-5563STDY9249547,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45621-5563STDY9249548,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45622-5563STDY9249549,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45623-5563STDY9249550,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45624-5563STDY9249551,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45625-5563STDY9249552,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45626-5563STDY9249553,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45627-5563STDY9249554,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45628-5563STDY9249555,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45629-5563STDY9249556,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45630-5563STDY9249557,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45631-5563STDY9249558,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45632-5563STDY9249559,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45633-5563STDY9249560,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45634-5563STDY9249561,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45635-5563STDY9249562,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45636-5563STDY9249563,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45637-5563STDY9249564,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45638-5563STDY9249565,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45639-5563STDY9249566,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45640-5563STDY9249567,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45641-5563STDY9249568,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45642-5563STDY9249569,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45643-5563STDY9249570,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45644-5563STDY9249571,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45645-5563STDY9249572,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45646-5563STDY9249573,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45647-5563STDY9249574,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45649-5563STDY9249576,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45650-5563STDY9249577,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45651-5563STDY9249578,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45652-5563STDY9249579,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45653-5563STDY9249580,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45654-5563STDY9249581,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45655-5563STDY9249582,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45656-5563STDY9249583,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45657-5563STDY9249586,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45658-5563STDY9249587,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45659-5563STDY9249588,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45660-5563STDY9249589,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45661-5563STDY9249590,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45662-5563STDY9249591,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45664-5563STDY9249593,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45665-5563STDY9249594,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45666-5563STDY9249595,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45667-5563STDY9249596,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45668-5563STDY9249597,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45669-5563STDY9249598,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45670-5563STDY9249599,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45671-5563STDY9249600,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45672-5563STDY9249601,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45673-5563STDY9249602,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45674-5563STDY9249603,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45675-5563STDY9249604,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45676-5563STDY9249605,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45677-5563STDY9249606,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45678-5563STDY9249607,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45679-5563STDY9249608,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45681-5563STDY9249610,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45682-5563STDY9249611,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45683-5563STDY9249612,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45684-5563STDY9249613,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45685-5563STDY9249614,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS45686-5563STDY9249615,Ghana,1244-VO-GH-YAWSON-VMF00149,coluzzii
VBS20387-5567STDY7801192,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20388-5567STDY7801193,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20390-5567STDY7801194,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20391-5567STDY7801195,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,coluzzii
VBS20394-5567STDY7801197,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20396-5567STDY7801199,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20397-5567STDY7801200,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20398-5567STDY7801201,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20399-5567STDY7801202,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20400-5567STDY7801203,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20401-5567STDY7801204,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20402-5567STDY7801205,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20403-5567STDY7801206,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20404-5567STDY7801207,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20405-5567STDY7801208,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20406-5567STDY7801209,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20407-5567STDY7801210,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20410-5567STDY7801213,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20412-5567STDY7801214,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20413-5567STDY7801215,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20414-5567STDY7801216,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20415-5567STDY7801217,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20416-5567STDY7801218,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20417-5567STDY7801219,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20418-5567STDY7801220,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20419-5567STDY7801221,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20420-5567STDY7801222,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20421-5567STDY7801223,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20422-5567STDY7801224,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20425-5567STDY7801227,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20426-5567STDY7801228,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20428-5567STDY7801230,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20429-5567STDY7801231,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20430-5567STDY7801232,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20433-5567STDY7801235,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20436-5567STDY7801237,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20437-5567STDY7801238,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS20438-5567STDY7801239,Cote d'Ivoire,1245-VO-CI-CONSTANT-VMF00054,gambiae
VBS54893-6781STDY12150017,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54894-6781STDY12150018,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54895-6781STDY12150019,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54898-6781STDY12150021,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54901-6781STDY12150024,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54904-6781STDY12150027,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54911-6781STDY12150033,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54912-6781STDY12150034,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54913-6781STDY12150035,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54914-6781STDY12150036,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54915-6781STDY12150037,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54917-6781STDY12150038,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54918-6781STDY12150039,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54919-6781STDY12150040,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54923-6781STDY12150043,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54924-6781STDY12150044,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54927-6781STDY12150046,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54930-6781STDY12150049,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54931-6781STDY12150050,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54932-6781STDY12150051,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54934-6781STDY12150053,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54937-6781STDY12150056,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54939-6781STDY12150058,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54942-6781STDY12150061,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54944-6781STDY12150063,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54945-6781STDY12150064,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54946-6781STDY12150065,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54947-6781STDY12150066,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54948-6781STDY12150067,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54949-6781STDY12150068,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54950-6781STDY12150069,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54951-6781STDY12150070,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54952-6781STDY12150071,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54953-6781STDY12150072,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54954-6781STDY12150073,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54955-6781STDY12150074,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54956-6781STDY12150075,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54961-6781STDY12150078,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54962-6781STDY12150079,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54963-6781STDY12150080,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54964-6781STDY12150081,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54965-6781STDY12150082,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54966-6781STDY12150083,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54967-6781STDY12150084,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54968-6781STDY12150085,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54969-6781STDY12150086,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54970-6781STDY12150087,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54971-6781STDY12150088,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54972-6781STDY12150089,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54973-6781STDY12150090,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54974-6781STDY12150091,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54976-6781STDY12150093,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54977-6781STDY12150094,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54978-6781STDY12150095,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54980-6781STDY12150097,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54982-6781STDY12150098,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54984-6781STDY12150100,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54987-6781STDY12150103,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54990-6781STDY12150106,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54992-6781STDY12150108,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54993-6781STDY12150109,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54994-6781STDY12150110,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54995-6781STDY12150113,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54996-6781STDY12150114,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54997-6781STDY12150115,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54998-6781STDY12150116,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS54999-6781STDY12150117,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55000-6781STDY12150118,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55001-6781STDY12150119,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55002-6781STDY12150120,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55003-6781STDY12150121,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55004-6781STDY12150122,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55005-6781STDY12150123,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55006-6781STDY12150124,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55007-6781STDY12150125,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55008-6781STDY12150126,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55009-6781STDY12150127,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55010-6781STDY12150128,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55011-6781STDY12150129,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55012-6781STDY12150130,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55013-6781STDY12150131,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55014-6781STDY12150132,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55015-6781STDY12150133,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55016-6781STDY12150134,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55017-6781STDY12150135,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55018-6781STDY12150136,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55019-6781STDY12150137,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55020-6781STDY12150138,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55021-6781STDY12150139,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55022-6781STDY12150140,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55023-6781STDY12150141,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55024-6781STDY12150142,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55025-6781STDY12150143,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55026-6781STDY12150144,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55027-6781STDY12150145,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55028-6781STDY12150146,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55029-6781STDY12150147,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55030-6781STDY12150148,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55031-6781STDY12150149,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55032-6781STDY12150150,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55033-6781STDY12150151,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55034-6781STDY12150152,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55035-6781STDY12150153,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55036-6781STDY12150154,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55037-6781STDY12150155,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55038-6781STDY12150156,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55039-6781STDY12150157,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55040-6781STDY12150158,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55041-6781STDY12150159,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55042-6781STDY12150160,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55043-6781STDY12150161,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55044-6781STDY12150162,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55045-6781STDY12150163,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55046-6781STDY12150164,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55047-6781STDY12150165,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55048-6781STDY12150166,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55049-6781STDY12150167,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55050-6781STDY12150168,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55051-6781STDY12150169,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55052-6781STDY12150170,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55053-6781STDY12150171,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55054-6781STDY12150172,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55055-6781STDY12150173,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55056-6781STDY12150174,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55058-6781STDY12150175,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55059-6781STDY12150176,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55060-6781STDY12150177,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55062-6781STDY12150179,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55063-6781STDY12150180,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55065-6781STDY12150182,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55066-6781STDY12150183,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55068-6781STDY12150185,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55069-6781STDY12150186,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55070-6781STDY12150187,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55071-6781STDY12150188,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55073-6781STDY12150190,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55074-6781STDY12150191,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55075-6781STDY12150192,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55076-6781STDY12150193,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55077-6781STDY12150194,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55078-6781STDY12150195,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55079-6781STDY12150196,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55080-6781STDY12150197,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55083-6781STDY12150200,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55084-6781STDY12150201,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55085-6781STDY12150202,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55086-6781STDY12150203,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55087-6781STDY12150204,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55088-6781STDY12150205,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55089-6781STDY12150206,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55090-6781STDY12150209,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55092-6781STDY12150211,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55093-6781STDY12150212,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55094-6781STDY12150213,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55095-6781STDY12150214,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55096-6781STDY12150215,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55097-6781STDY12150216,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55098-6781STDY12150217,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55099-6781STDY12150218,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55100-6781STDY12150219,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55101-6781STDY12150220,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55102-6781STDY12150221,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55103-6781STDY12150222,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55104-6781STDY12150223,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55105-6781STDY12150224,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55106-6781STDY12150225,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55107-6781STDY12150226,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55108-6781STDY12150227,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55109-6781STDY12150228,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
VBS55110-6781STDY12150229,Tanzania,1246-VO-TZ-KABULA-VMF00185,arabiensis
