sample_id,country,sample_set,taxon
VBS50294-6645STDY11194061,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50295-6645STDY11194062,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50296-6645STDY11194063,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50297-6645STDY11194064,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50298-6645STDY11194065,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50299-6645STDY11194066,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50300-6645STDY11194067,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50301-6645STDY11194068,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50302-6645STDY11194069,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50303-6645STDY11194070,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50304-6645STDY11194071,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50305-6645STDY11194072,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50306-6645STDY11194073,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50307-6645STDY11194074,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50308-6645STDY11194075,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50309-6645STDY11194076,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50310-6645STDY11194077,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50311-6645STDY11194078,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50312-6645STDY11194079,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50313-6645STDY11194080,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50314-6645STDY11194081,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50315-6645STDY11194082,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50316-6645STDY11194083,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50318-6645STDY11194084,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50321-6645STDY11194085,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50323-6645STDY11194086,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50325-6645STDY11194087,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50327-6645STDY11194089,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50329-6645STDY11194090,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50330-6645STDY11194091,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50331-6645STDY11194092,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50332-6645STDY11194093,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50333-6645STDY11194094,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50334-6645STDY11194095,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50335-6645STDY11194096,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50336-6645STDY11194097,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50337-6645STDY11194098,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50338-6645STDY11194099,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50339-6645STDY11194100,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50340-6645STDY11194101,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50341-6645STDY11194102,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50342-6645STDY11194103,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50344-6645STDY11194105,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50346-6645STDY11194107,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50347-6645STDY11194108,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50349-6645STDY11194110,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50350-6645STDY11194111,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50351-6645STDY11194112,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50352-6645STDY11194113,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50353-6645STDY11194114,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50354-6645STDY11194115,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50355-6645STDY11194116,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50356-6645STDY11194117,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50358-6645STDY11194118,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50360-6645STDY11194119,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50362-6645STDY11194121,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50363-6645STDY11194122,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50365-6645STDY11194123,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50366-6645STDY11194124,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50374-6645STDY11194125,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50375-6645STDY11194126,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50376-6645STDY11194127,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50377-6645STDY11194128,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50378-6645STDY11194129,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50379-6645STDY11194130,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50380-6645STDY11194131,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50381-6645STDY11194132,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50383-6645STDY11194134,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50385-6645STDY11194135,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50386-6645STDY11194136,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50389-6645STDY11194137,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50390-6645STDY11194138,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50391-6645STDY11194139,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50392-6645STDY11194140,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50393-6645STDY11194141,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50394-6645STDY11194142,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50395-6645STDY11194143,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50396-6645STDY11194144,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50397-6645STDY11194147,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50398-6645STDY11194148,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50399-6645STDY11194149,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50401-6645STDY11194150,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50404-6645STDY11194152,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50405-6645STDY11194153,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50406-6645STDY11194154,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50409-6645STDY11194155,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50410-6645STDY11194156,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50411-6645STDY11194157,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50414-6645STDY11194158,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50415-6645STDY11194159,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50416-6645STDY11194160,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50417-6645STDY11194161,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50418-6645STDY11194162,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50419-6645STDY11194163,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50420-6645STDY11194164,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50421-6645STDY11194165,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50422-6645STDY11194166,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50423-6645STDY11194167,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50424-6645STDY11194168,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50426-6645STDY11194169,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50427-6645STDY11194170,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50429-6645STDY11194171,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50431-6645STDY11194172,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50432-6645STDY11194173,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50433-6645STDY11194174,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50434-6645STDY11194175,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50435-6645STDY11194176,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50436-6645STDY11194177,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50437-6645STDY11194178,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50438-6645STDY11194179,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50439-6645STDY11194180,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50440-6645STDY11194181,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50443-6645STDY11194184,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50444-6645STDY11194185,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50445-6645STDY11194186,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50446-6645STDY11194187,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50447-6645STDY11194188,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50448-6645STDY11194189,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50451-6645STDY11194192,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50452-6645STDY11194193,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50453-6645STDY11194194,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50454-6645STDY11194195,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50455-6645STDY11194196,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50456-6645STDY11194197,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50457-6645STDY11194198,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50458-6645STDY11194199,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50459-6645STDY11194200,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50461-6645STDY11194202,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50463-6645STDY11194203,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50464-6645STDY11194204,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50465-6645STDY11194205,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50466-6645STDY11194206,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50467-6645STDY11194207,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50468-6645STDY11194208,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50469-6645STDY11194209,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50470-6645STDY11194210,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50471-6645STDY11194211,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50472-6645STDY11194212,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50473-6645STDY11194213,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50474-6645STDY11194214,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50475-6645STDY11194215,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50476-6645STDY11194216,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50477-6645STDY11194217,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50478-6645STDY11194218,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50479-6645STDY11194219,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50480-6645STDY11194220,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50481-6645STDY11194221,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50482-6645STDY11194222,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50483-6645STDY11194223,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50485-6645STDY11194224,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50486-6645STDY11194225,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50487-6645STDY11194226,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50488-6645STDY11194227,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50489-6645STDY11194228,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50490-6645STDY11194229,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50491-6645STDY11194230,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50492-6645STDY11194231,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50493-6645STDY11194232,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50494-6645STDY11194233,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50495-6645STDY11194234,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50496-6645STDY11194235,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50497-6645STDY11194236,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50498-6645STDY11194237,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50499-6645STDY11194238,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50500-6645STDY11194239,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50504-6645STDY11194244,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50505-6645STDY11194245,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50511-6645STDY11194251,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50512-6645STDY11194252,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50513-6645STDY11194253,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50517-6645STDY11194256,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50519-6645STDY11194257,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50520-6645STDY11194258,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50521-6645STDY11194259,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50522-6645STDY11194260,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50523-6645STDY11194261,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50524-6645STDY11194262,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50526-6645STDY11194263,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50527-6645STDY11194264,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50528-6645STDY11194265,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50529-6645STDY11194266,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50530-6645STDY11194267,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50531-6645STDY11194268,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50532-6645STDY11194269,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50533-6645STDY11194270,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50534-6645STDY11194271,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50535-6645STDY11194272,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50536-6645STDY11194273,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50537-6645STDY11194274,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50538-6645STDY11194275,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50539-6645STDY11194276,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50540-6645STDY11194277,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50541-6645STDY11194278,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50542-6645STDY11194279,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50543-6645STDY11194280,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50544-6645STDY11194281,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50545-6645STDY11194282,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50546-6645STDY11194283,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50547-6645STDY11194284,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50548-6645STDY11194285,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50549-6645STDY11194286,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50550-6645STDY11194287,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50551-6645STDY11194288,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50552-6645STDY11194289,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50553-6645STDY11194290,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50555-6645STDY11194292,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50556-6645STDY11194293,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50557-6645STDY11194294,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50558-6645STDY11194295,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50559-6645STDY11194296,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50560-6645STDY11194297,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50561-6645STDY11194298,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50562-6645STDY11194299,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50563-6645STDY11194300,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50564-6645STDY11194301,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50565-6645STDY11194302,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50566-6645STDY11194303,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50567-6645STDY11194304,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50568-6645STDY11194305,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50569-6645STDY11194306,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50570-6645STDY11194307,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50571-6645STDY11194308,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50572-6645STDY11194309,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50573-6645STDY11194310,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50574-6645STDY11194311,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50575-6645STDY11194312,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50576-6645STDY11194313,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50577-6645STDY11194314,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50578-6645STDY11194315,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50579-6645STDY11194316,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50580-6645STDY11194317,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50581-6645STDY11194318,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50582-6645STDY11194319,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50583-6645STDY11194320,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50584-6645STDY11194321,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50585-6645STDY11194322,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50586-6645STDY11194323,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50587-6645STDY11194324,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50588-6645STDY11194325,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50589-6645STDY11194326,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50591-6645STDY11194328,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50592-6645STDY11194329,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50593-6645STDY11194330,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50594-6645STDY11194331,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50595-6645STDY11194332,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50596-6645STDY11194333,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50597-6645STDY11194334,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50599-6645STDY11194336,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50600-6645STDY11194339,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50601-6645STDY11194340,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50602-6645STDY11194341,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50603-6645STDY11194342,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50604-6645STDY11194343,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50605-6645STDY11194344,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50606-6645STDY11194345,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50607-6645STDY11194346,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50608-6645STDY11194347,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50609-6645STDY11194348,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50610-6645STDY11194349,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50611-6645STDY11194350,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50612-6645STDY11194351,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50613-6645STDY11194352,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50614-6645STDY11194353,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50615-6645STDY11194354,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50616-6645STDY11194355,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50617-6645STDY11194356,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50618-6645STDY11194357,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50619-6645STDY11194358,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50620-6645STDY11194359,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50621-6645STDY11194360,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50622-6645STDY11194361,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50623-6645STDY11194362,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50624-6645STDY11194363,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50625-6645STDY11194364,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50626-6645STDY11194365,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50627-6645STDY11194366,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50628-6645STDY11194367,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50629-6645STDY11194368,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50630-6645STDY11194369,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50631-6645STDY11194370,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50632-6645STDY11194371,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50633-6645STDY11194372,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50634-6645STDY11194373,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50635-6645STDY11194374,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50636-6645STDY11194375,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50637-6645STDY11194376,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50638-6645STDY11194377,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50639-6645STDY11194378,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50640-6645STDY11194379,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50641-6645STDY11194380,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50642-6645STDY11194381,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50643-6645STDY11194382,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50644-6645STDY11194383,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50645-6645STDY11194384,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50646-6645STDY11194385,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50647-6645STDY11194386,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
VBS50648-6645STDY11194387,Uganda,1288-VO-UG-DONNELLY-VMF00168,gambiae
